sample_id,past_t_0,past_t_1,past_t_2,past_t_3,past_t_4,past_t_5,past_t_6,past_t_7,past_t_8,past_t_9,past_t_10,past_t_11,past_t_12,past_t_13,past_t_14,past_t_15,past_t_16,past_t_17,past_t_18,past_t_19,future_t_0,future_t_1,future_t_2,future_t_3,future_t_4,future_t_5,future_t_6,future_t_7,future_t_8,future_t_9
13,-0.9003443592030173,-0.3973544248211006,-0.30963541314863935,-0.3396637249404676,-0.3156066482142847,-0.6334749419332873,-0.5874367224941306,-0.5290448163855739,-0.6491478619114196,-0.7306495120907286,-0.7023831446042011,-0.48995027344866615,-0.4272656414824717,-0.39613079057903455,-0.1019574553579875,-0.003219972402201225,0.04529773321899276,-0.3049600980829933,-0.3079717815404717,-0.4387905008531575,-2.692538323572669,-2.2910185395249782,-2.027246764519456,-1.9055166100166474,-1.2514218144569376,-1.3193279535944817,-1.103018839169621,-0.9530556166724428,-0.9405145483381224,-0.9175860389277446
14,0.14745040303625429,0.18677528954723352,0.28463683677389184,0.2773894699463026,0.25365096504899853,0.17625712897550383,0.24742841426900636,-0.12120650091195903,-0.3362633923417561,-0.25193468317283396,-0.20023695770221017,-0.1067151861127323,0.11775316106559022,0.19284184062566473,0.3708687824672237,0.25448668817702713,0.4688155194966938,0.20467421784490455,0.06801300143992614,-0.20182522725251842,-0.163706173812805,-0.1782480746740973,-0.4123557082248356,-0.3770642442330012,0.06478622369736771,0.0964095243698753,0.3175588398951661,0.12419250552521088,0.04270919699527667,0.19715288182563323
15,0.08224976467188527,-0.030286822083839676,0.4700341743717741,0.19278976903607864,0.25734045903748204,0.2741504410441637,0.10937630943556993,0.011927496125553105,-0.4470121851405268,-0.4467815460152067,-0.2687839509188951,-0.09606133092189592,-0.0296939424002035,-0.04097716786137902,0.2836131479469805,0.2559834031084067,0.21579160673390746,-0.10004631320521623,0.05858235633661829,-0.15561337695490857,-0.009684784439860983,-0.3293939471897213,-0.1921859091669489,-0.0417114208885635,-0.277604439752883,0.5275895187048444,0.1810007258775173,0.36068891198503183,0.3430570553488104,0.015570624125989654
16,0.39311292759815564,0.5580975254770298,0.7112519303607621,0.657809009033972,0.6873319167084521,0.304294707630937,0.2322426624713902,-0.07181487101711168,0.21771416905367103,0.16267069846083437,0.05423679886504096,-0.012139078316918558,0.46644840289893064,0.30592574468475614,0.4443017484454537,0.5117304723805862,0.49118818375689066,0.3915267346256285,0.23690310269579246,-0.004163649975176938,-0.0071210948126591705,-0.1833458824885389,-0.03495029258045283,0.05582710268055403,0.2392601043039554,0.3644398377650036,0.3063963439718178,0.47625129375092956,0.4600222066690622,0.05355138813173929
17,-0.1966775859340486,-0.11718841987386619,0.10442100003104154,-0.056239474440882384,-0.016144350829299745,-0.05571896132476924,-0.5049650130666365,-0.25796783679905533,-0.6923128400538393,-0.4347024601562614,-0.41408925847535466,-0.5960499942341344,-0.4306530344723689,0.10134059581253865,0.1987316750675972,0.03826846194593066,0.006443333075083185,0.044139846698247755,-0.1507322010385835,-0.18672912216926602,-0.32310547965070213,-0.19118488944672402,-0.23666164012502594,-0.15828188339384702,-0.16353975912950441,-0.0191193068269795,0.1518592234445047,0.48084296866445636,0.10821568219131344,0.10284970677443063
18,-0.016637040776854656,-0.17390079584067766,0.35795827136176706,0.10962557027393811,-0.1959105247798973,-0.07730154326807305,-0.046498528051335475,-0.12085427834062237,-0.35045443381899305,-0.29777412025283134,-0.5245830468559829,-0.3578539082676744,-0.3009541979322228,-0.037027687470237956,0.21564866041712533,0.2067842975494364,0.23769456395833455,-0.04723834637196195,-0.1860874524000331,-0.22326832256177367,-0.4393629014210331,-0.18953244195563895,-0.43459404737976565,-0.3010474824406266,-0.010170574045405542,0.022170365752972765,0.008516010073063018,0.07226796841581418,0.28070804683865197,-0.11065644774044833
19,0.5501208853833838,0.5516336491118193,0.6102959317958221,0.7450656153901423,0.7649353706223031,0.5057068651549322,0.3553414495856027,0.27498137725209626,0.15169597962538867,0.007631736076221746,-0.00786580544967845,0.1401051765774738,0.249002952948189,0.43631641362196005,0.38296215357384744,0.5584688900346894,0.40747416561573085,0.4493806577912492,0.13136221074632004,-0.02658825605453473,-0.013288946620713657,-0.1269238699031227,0.24429741542840228,-0.23971855021990332,0.16361110483674976,0.459404816514923,0.30619212382580613,0.2900550101020629,0.24964036916508137,0.022793245451867367
20,0.5547613301685157,0.5079131532337178,0.658944745543705,0.9625885307282224,0.780999709129603,0.7335910300768509,0.5481672123538386,0.1724436128777662,0.385076949405028,0.27727217280943106,0.04746970988975265,-0.16090216835353116,0.2933945150179029,0.4868295033576449,0.5007704106636706,0.5610617910134351,0.4463433083807473,0.4984260969640357,0.2501278734590246,0.17702741835482128,0.14409016630371338,-0.41633844255567604,-0.17580841963831983,-0.05376037207104864,0.5662910737215291,0.3441287797085,0.5450919745803164,0.17332737368779527,0.429140611985541,0.43738385788404377
21,0.6119299853653227,0.7370060234451737,0.6430018171680728,0.7355207669350956,0.782843523075982,0.5539614906308932,0.5212496064344385,0.32698189724643334,0.28624689028630923,0.18518021921302324,0.13328429692158786,0.2771008684531271,0.4356310297493378,0.4180330499914454,0.5301043729383305,0.5787585535228371,0.48662828274371844,0.5125610464987618,0.1855325506171009,0.21132079304393037,-0.09021540182158247,-0.015458038679753885,-0.031584300713559166,-0.10304908142919422,0.1809347425331091,0.3749949351200941,0.4165797890570987,0.2568938796579677,0.6656014956570376,0.30639056213424487
22,-0.13316093183400637,-0.1554115315338887,-0.020994587383506194,0.1100086184545098,0.12996776663379264,0.06049177843250053,-0.049367558663134886,-0.23338640660161702,-0.25577834179571807,-0.41159435518571236,-0.45398433187533527,-0.262782554702515,-0.11386140605624456,-0.2095682193377321,0.1068865028160596,0.23935617335333212,0.12981188868647883,0.002075930848894153,0.0118972283474328,-0.3170303742273442,-0.22476389457215662,-0.5681145074075483,0.08943012403518852,-0.24406530777835234,-0.10719251903378035,0.26562012550692504,0.1438854723151618,0.4677132670531509,0.2674849689378578,0.08652258622169702
23,-0.8418266691818218,-0.5086078574149245,-0.45850055111575966,-0.36196961823569457,-0.3568996491533256,-0.47479817327287255,-0.5549844652529237,-0.739201671625954,-0.8139991792074247,-0.9343368660319861,-0.7269779831649839,-0.7946641265005082,-0.42129987876421804,-0.3057873208675644,-0.10959915768693214,-0.19190506884289116,-0.32027505395008443,-0.23527873093061452,-0.43770439197823297,-0.6449226745964431,-0.44602335070375454,-0.3465273897477067,-0.6520802962686758,-0.4207943867566384,-0.29294411511874147,-0.18357561507811126,0.13607579787143897,0.23911891283059464,-0.0725267807758139,-0.03547452429314705
24,0.6452381312847524,0.7104845547472989,0.811183614324759,0.8815993542057882,0.8183997696914275,0.6553366916715212,0.3973373581519054,0.17592381141656951,0.09695138501864539,-0.023924114007790855,-0.14161046584597176,0.12020900187943011,0.3193701512873507,0.3610583951182367,0.4971573931646945,0.5287081960632285,0.6276996899451434,0.33493782464283106,0.345772369853241,-0.22138715594033317,0.13248525975457842,0.07545343667649296,0.04755330557197052,-0.288154622112935,0.30848564824829405,0.2905434557841558,0.021247300904639332,0.6286980896556036,0.6038711524867728,-0.014454444818795098
25,0.19981911210728975,0.30666336030572483,0.06457654395534979,0.43905921481828936,0.3008781935754955,0.3093999744311821,0.08251319339422478,-0.09786601523130899,-0.14423465859463455,-0.26821959444513005,-0.21565198653531092,-0.16121093472582937,-0.11839052958979827,0.24688001912636498,0.2173438207018471,0.31619997265850625,0.3230148207674385,-0.025695023560875996,-0.15490912861238487,-0.1502709942768321,-0.163368861147514,-0.16151799718989285,-0.4729393040793695,-0.030186629631051468,-0.013627829484459966,0.03953083563688081,0.18345609678373487,0.44018902455703707,0.31984787077563753,0.17556167573700313
26,0.19188693614406377,0.3471967850449798,0.5560371071907009,0.4403573913017918,0.4866752565928226,0.2566333699758156,0.10775991734040277,-0.018342046340030428,-0.0731458973177447,-0.052037949562322994,-0.1278783983442642,-0.183672402009407,0.17378334996875133,0.5006270239530128,0.37078455853846864,0.2243508654171438,0.367356233131413,0.2358642619348749,0.0732522958085321,0.022506778677072306,0.021096949111237717,-0.1269157752960693,-0.21266055763139743,0.08268480653521429,-0.16335462890587196,0.10035005873339037,0.22405501703294245,0.3476194338669625,0.38553100223371073,0.16718169899211466
27,-0.4607637510654159,-0.25568180943388286,-0.08069688189778156,-0.07242932710679056,-0.09382909634227081,-0.08745844013383662,-0.30876217176275456,-0.3718226741926821,-0.4984169194424508,-0.37709380105083434,-0.4840524491485342,-0.3384555606694354,-0.12978469778114543,-0.07188607558955225,-0.021093761043926726,0.04605824518761779,0.01690218212436142,-0.1319066322359377,-0.1459790886282398,-0.38204182209021353,-2.3914232404705853,-2.2864751130102188,-2.0490496070026825,-1.6866672641886877,-1.5536125154210316,-1.0924927393978248,-0.7218752980313778,-0.755048773858915,-0.8639813107135274,-0.8579503918966435
28,0.826386741956855,1.1400622590081704,1.19514655709129,1.3446470354779287,1.0169536414542482,0.9214113772681815,0.7378813448168999,0.6859176651627351,0.37576030764008495,0.3415378591401771,0.38469036984347005,0.4239014606569018,0.48351778580307053,0.6718114234398125,0.8450707649132594,0.6519409823417704,0.7055263623911936,0.4913202335786008,0.5107760642374622,0.0698701794465939,0.01039110631823155,0.09335219734431062,0.2953669123308703,0.144859934599966,0.20658105434404883,0.7078978567914451,0.3048825998348896,0.21966476692904696,0.5631278898277875,0.3004358271604005
29,-0.5340807030453594,-0.43763218413379085,-0.3735390239345564,-0.09342591023792833,-0.13240127147623165,-0.2948472748128283,-0.22905421762342865,-0.6505491329432254,-0.7867075902477804,-0.7252811183363939,-0.6030898047049759,-0.44786989297572005,-0.3306133770907709,-0.10633654912251204,-0.14266973460588556,0.18057826955230202,0.000659902024720934,0.023035109262995596,-0.19278067239764832,-0.3203043695439643,-0.37978876671121364,-0.4282702223656778,-0.34929465034007956,-0.12745633591819372,-0.13872697738083628,0.09634887290798015,0.09414895079972611,0.371242065595631,0.020634044373379637,0.28914276019125607
30,-0.004000465026047317,0.06590380532089059,0.3286608387864036,0.22026832073953428,0.20142567166116332,-0.05204642025423126,-0.0576844577789718,-0.4042343782628892,-0.42946659111436475,-0.23467764163517185,-0.19142393549044834,-0.11715329314888373,-0.10592363542280916,0.13645280163501203,0.2510993181064585,0.17622262112079934,0.402593824100835,0.23055099659255315,-0.028931221925565322,-0.15381288329217802,-0.2347345868383045,-0.6121430010507647,-0.3024800931837242,-0.25762058832958634,-0.155306349224193,0.10301855071038203,0.5248790936671204,0.391768365402858,0.1699852541596828,0.23194407801858358
31,-0.6509287756725992,-0.5098300430442889,-0.4498329705930602,-0.4453969056888949,-0.3178749872518479,-0.42657721265619686,-0.49636737584482393,-0.6437954862479965,-0.6849845565454322,-0.8578008752748214,-0.6077516719190341,-0.5865290586055883,-0.22650945375801765,-0.3317861597067851,0.04067240317898649,-0.05378677386208294,-0.1606924245884725,-0.23641580263305284,-0.3535761680308982,-0.41344308163160365,-2.4723250217680013,-2.4724831164217917,-2.164178179164363,-1.5607126106618514,-1.3197123719466128,-1.2241991901281197,-1.0476508003214469,-0.8801897808540355,-0.7418473512263677,-1.0020714754895836
32,-0.6265057120476307,-0.37875465593974966,-0.2857952381944268,-0.15998610488605253,-0.18721713364540832,-0.20857293535123672,-0.35181091776053797,-0.49095732724005037,-0.3467157198225619,-0.6432734027476137,-0.360028193103791,-0.4508190696740085,-0.3336444693589465,-0.19680793199645982,0.11638286156693559,0.18401092754419723,0.05340427826047352,0.009964539178980755,-0.3687542019942635,-0.5341548607203895,-2.290953501423261,-2.336154859486759,-1.982214202789922,-1.9269456652292791,-1.2706528341075183,-1.46397660935961,-1.2072220995302325,-0.630212757756328,-1.1765199682744523,-0.7454174456217189
33,-0.5212108910158985,-0.22464232826674746,-0.4210645870895944,-0.11160047802168485,-0.2696485692924385,-0.21179094016229216,-0.3370836458508052,-0.5149309803511727,-0.517950464339106,-0.7469217715414175,-0.45565978250135064,-0.512477854005747,-0.4330349202700329,-0.1411534972584627,-0.2007507985457201,0.08661821717617761,0.006729777878422161,0.057294265872165864,-0.14064393109509457,-0.48471185968442076,-0.5715427269911446,-0.3988071146570633,-0.30102470201480397,-0.12669673476775295,0.029911318113743812,-0.008267410898558205,0.17643082744064081,0.3637550112817648,0.08964725258302284,0.08837476864420563
34,-0.4556622651374404,-0.3567962341894788,-0.16996231017513083,-0.1998521783378039,-0.13621796550129223,-0.1637993363445412,-0.4000237198351957,-0.4735802375810772,-0.5545562637885159,-0.5483747700551008,-0.552473445317234,-0.307099201763832,-0.4628200709744841,0.20337279890649962,-0.05598367349427168,0.12281383778540966,-0.04095550697457091,0.017601907701662603,-0.15956872894186372,-0.3931658955199406,-0.26825328781305935,-0.48574073729571565,-0.33101262309926804,-0.4333854490944706,-0.14333331393897447,0.31857540851870636,0.2787513480623455,0.22676277186935098,0.07891140350129085,0.05210498046091418
35,0.27138745124535574,0.5774076407167206,0.49383010341015016,0.7893669579457686,0.4929875480946302,0.47486999620033554,0.38132399826937796,0.09187648392360512,0.02833954172757678,0.0852133388052739,0.02654024832672465,0.10424990910681295,0.03955043315238624,0.2545110546445038,0.5527320323755459,0.5360472266081044,0.502273965940867,0.3755528200107256,0.2830873061948236,-0.029544453163607244,-2.102286636803877,-2.131330856736612,-1.9627965647954482,-1.7581752723865616,-1.3592458960947935,-0.7215764004940819,-0.9674205806520423,-0.6404350767458169,-0.7393486628658356,-0.6643707247497929
36,-0.5361935114602479,-0.41099720060639705,-0.026003534101461667,-0.26744242037577143,-0.4461692720848637,-0.34933444780832024,-0.7328900578324556,-0.6705969782250321,-0.5418661653043241,-0.6903050228593594,-0.6440632314738327,-0.3505038605734516,-0.3909831480583069,-0.0699923757018795,-0.056552972803334677,0.024773180681780478,-0.1598779463931101,-0.1816283206057072,-0.4093527303196065,-0.41597682346651627,-0.4451922581697921,-0.6985533669003614,-0.17316133638006026,-0.31824949465199603,-0.1910559264062255,0.07546411453676287,-0.045250483409654915,0.15261649384669762,-0.01124352792150271,0.22825579432097048
37,0.5404840962516124,0.7711418116680068,0.8775790833462895,0.8957994804337717,0.7308691141547892,0.5638254126139515,0.4221468811036757,0.3583063028146914,0.15906784379668296,0.1917505812781462,0.17992264856660917,-0.004780895774327609,0.37947310016798247,0.7124687367828534,0.713301459663286,0.6475145074354828,0.44429129940273904,0.4740141713793963,0.3367604931032874,0.07459463100797502,0.025481840202259,0.1526309439369236,-0.1732482145078156,-0.10408738825293823,0.29858118477480494,0.4038132068071653,0.5902837533118279,0.5530285038595621,0.3340318238006171,0.3664429416052176
38,-0.6437524752462342,-0.5462354605329319,-0.121373643991557,-0.48657764603349196,-0.36316708272032916,-0.4842909586933471,-0.584186727181629,-0.7033761873392254,-0.8576735190286517,-0.6672643804637307,-0.7354690793028866,-0.5340645270629706,-0.42437563222783864,-0.2814047237188379,0.08238925537183953,0.06445552672513834,-0.23886127747137753,-0.34405355514152014,-0.17791163247956565,-0.47039613920058054,-0.7624902220827177,-0.3860078654052711,-0.46546233017843813,-0.3320205137308364,-0.08760765045953162,-0.24534018504397473,-0.17406339601637272,0.35722200439238017,-0.12691367528447656,-0.19613504918705202
39,-0.06584179699750872,0.13697807148663338,0.17520508693448858,0.14067482481204965,0.22863523731136792,-0.09536397021165346,-0.1948558819803245,-0.15786854577028459,-0.4727406922769556,-0.39235023842340977,-0.34401913400941675,-0.2693193527882722,-0.25832404145049115,0.02697781199380045,0.12011402506585636,0.26173674677524544,0.21910290783610709,0.1385664398336124,-0.11442737235642701,-0.14226708516596176,-0.5355810318204224,-0.6135915842960991,-0.6484836634681674,-0.26136484925799053,-0.14768632124214057,0.2353976828786477,0.13111798653426948,0.31114712603691075,0.353399037988651,0.020034303070493725
40,0.09315654783902588,0.35887616958550494,0.3879293138615385,0.3693012531707317,0.28380477175766805,0.19991374904623593,0.16674032296473965,-0.15818627976084584,-0.16943908928748988,-0.08033257775403087,-0.08330585391263756,-0.07786833186796419,0.28804625258745586,0.4525733885211598,0.37016538066510946,0.1556364139462587,0.4459446156793926,0.013339791365333753,0.2358291788351459,0.042270782600140236,0.08614409621332852,-0.18503318413421835,-0.24179150671544386,-0.14881359560129576,-0.016588066526139145,0.3593240532935741,0.4257803376852148,0.374281936804056,0.2049852649279275,0.5952772728387806
41,0.16111628727303845,0.4455439542547851,0.37235055044234733,0.5182634365499348,0.5290655780520539,-0.02315925862412377,0.14679929759580934,-0.006962409374826052,-0.15840971396484096,-0.13418026913476463,-0.06502118218288178,-0.013053513125880569,0.07937248468975196,0.3243231346014758,0.37035745757482114,0.3774221113480515,0.22417077515027817,0.0846635814260181,-0.04662858190227956,-0.03989107804600715,-0.19340606608622687,-0.447596196999433,-0.09210432417120823,0.12350833137922948,-0.025697416949516147,-0.05019570695183426,0.21141759182634304,0.48332035673931995,0.3945486038132913,0.06153802325937066
42,0.19307864569926403,0.3290587823080088,0.4415547420197784,0.4785414694348632,0.5729543075445325,0.3999892761202061,0.2850464804481746,0.10507080057022576,0.09020443816567134,-0.2360876442805933,-0.06020458463128937,-0.2136946666772378,0.014496475716715501,0.28157682494393144,0.43390830420230564,0.41564707479873303,0.32278029262964386,0.2249126821283384,0.24524581950095398,-0.0853834332320751,0.10057407254653067,-0.08768128310461358,-0.10250706891620978,-0.2446940707567346,0.22051761309395634,0.1522533468274697,0.15323847261643453,0.4459827686880251,0.11730402685722732,0.09814843857072952
43,-0.07002390562201222,0.10291099653011954,0.3318365845016302,0.17502368406735813,0.302997439658163,0.26955506108104504,-0.03169650284275091,-0.048323448973023195,-0.23155571634975072,-0.3739177275228955,-0.2803961887447745,-0.18874442156356094,-0.009495024012234095,0.1645762526499064,0.3179659991134811,0.3502374768093001,0.01603760953113978,0.13969972336823627,-0.15148387631282467,-0.17808799193104985,-0.27886619613855734,-0.15404397886353144,-0.26476843534552486,-0.11153916192899871,0.11855716700137713,0.3337811200246425,0.2409924303363276,0.3137815226645089,0.26098256792815616,0.0682976302933715
44,-0.18377222011052144,-0.10025747038293234,0.31646379843863437,0.25333645056031034,0.18490329744802322,0.018979970354041004,-0.05340287901036013,-0.2884290687761122,-0.2934212277983152,-0.32395401057595413,-0.3921066905811096,-0.28195561182641815,0.054452007571506936,0.10498312256337591,0.14391239418194807,0.22699938113909582,0.12455152541041807,0.11075274698736019,0.052220388746893,-0.18220042807433293,0.06673951607127543,-0.2634284714489497,-0.2506479828157411,-0.3103433177198415,-0.058702741866873354,0.011343153186954807,-0.0857805022842894,0.426409561207729,0.16432249803155718,0.018087752794113204
45,0.3198870678820829,0.4845388706957679,0.6528970575900728,0.5669193371522228,0.5782051973500524,0.25818580622776766,0.1366098527000322,0.15857920502264233,-0.15323459090705677,-0.052163739088027766,-0.061030207936793666,0.01661915480772553,0.11031596427942217,0.4246756093198377,0.6075771601552228,0.4962754979845113,0.45020455988703045,0.2322018417020988,0.023488384628603795,-0.017854759740378878,-0.2763895459314687,-0.4427258364430768,-0.022131927708326005,0.08926993665705008,-0.0228161303314678,0.28743418042761226,0.5060219915196069,0.42199738504340956,0.16762781395478243,0.19762641418182214
46,0.6774176440497003,0.7772586856088933,0.738426627289017,0.7745707175207576,0.8041763914168917,0.7172729192405634,0.5718939402758608,0.20356559386052303,0.20145195305465835,0.21626839078004328,0.019658757360736134,0.35840547839271253,0.5060805711224389,0.7380064903834225,0.5925241038581388,0.6181651076066941,0.6226656613780972,0.49627537241798564,0.36613467156849894,0.16953806087621912,-2.046342444842006,-1.7081875298250953,-1.8504106531984692,-1.433334161264397,-0.9182838231223102,-1.0719612830156664,-0.7695122183128151,-0.430771062006823,-0.42600921075138987,-0.6481375159814957
